textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
3c6d9f9023,computer work working ... booo ... need new one ! tgif !,my computer at work is not working...booo... need a new one!  TGIF!,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64
7fc99dd05a,white house ? thing ` lifesaver : http : //snipurl.com/hkuj9,lifesaver:,positive,noon,60-70,Botswana,2351627,566730.0,4
e97d6bd4ab,"alright ! party success ! fun , & `",success!,positive,night,70-100,Brazil,212559417,8358140.0,25
73c63767ce,"either way , ` unfortunate hear thanks head ` .",", that`s unfortunate to hear  Thanks you both for the head`s",neutral,morning,0-20,Brunei,437479,5270.0,83
1d2f3cc141,unless invite comes beta key ` going much help ...,y I`m not going to be much help...,negative,noon,21-30,Bulgaria,6948445,108560.0,64
7b58377103,would like swap ... ` sitting 3 grumpies,like,positive,night,31-45,Burkina Faso,20903273,273600.0,76
9a5b188815,chrome ` popup blocker better,me too  chrome`s popup blocker is better,neutral,morning,46-60,Burundi,11890784,25680.0,463
e9778e805e,content content content .... gah ! story life right - thx reminding . ` v. tweeting,#NAME?,positive,noon,60-70,Côte d'Ivoire,26378274,318000.0,83
05ab380c70,dnt get go play lasertag w/ besties ! * old ` dead gone *,*old me`s dead and gon,negative,night,70-100,Cabo Verde,555987,4030.0,138
52ed8fbe83,happy mother ` day yall . boys ...,Happy,positive,morning,0-20,Cambodia,16718965,176520.0,95
9ef7c50e83,thing preparing 5 sermons one week think done ... prepare powerpoint slides,The only thing about preparing 5 sermons in one week is just when you think you are done...you have to prepare the powerpoint slides,neutral,noon,21-30,Cameroon,26545863,472710.0,56
32d9d026b4,thanks ` quiet lately !,thanks,positive,night,31-45,Canada,37742154,9093510.0,4
d8f3189b95,haha soooo party tonight ? ? ?,haha soooo party tonight???,neutral,morning,46-60,Central African Republic,4829767,622980.0,8
ea321b4877,"poor girl britains got talent , god love forgot words cried gets second chance perform : ]",t gets a second chance to perform again,positive,noon,60-70,Chad,16425864,1259200.0,13
c8fedd6f7e,head hurts feel sick go work tomorrow,head hurts and I feel sick,negative,night,70-100,Chile,19116201,743532.0,26
98ac5d6730,! ! sounds interesting,interesting,positive,morning,0-20,China,1439323776,9388211.0,153
1434b25cb5,woke ... dont want go work 4,dont want to go into work,negative,noon,21-30,Colombia,50882891,1109500.0,46
3cd42d40a5,"attention length time type ? tell ya , ill add old mans war wish list amazon .","my attention for the length of time to type this? Tell ya what, ill add old mans war to my wish list on amazon.",neutral,night,31-45,Comoros,869601,1861.0,467
d7731d7fea,bad headache,Has a bad headache,negative,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16
a87eed2a66,want,I want to be at,neutral,noon,60-70,Costa Rica,5094118,51060.0,100
a6fd9bfc16,"_d , ` ...","_d No, it`s not...",neutral,night,70-100,Croatia,4105267,55960.0,73
d17e715be4,"used live ocean , shoulda gone beach often","i used to live by the ocean, i shoulda gone to the beach more often",neutral,morning,0-20,Cuba,11326616,106440.0,106
d7112bcfb5,artwork 3am . got ta get portfolio done meca wednesday . meeting milonzzi review .,Artwork at 3AM. Gotta get this portfolio done for MECA by wednesday. Meeting with milonzzi to review it then.,neutral,noon,21-30,Cyprus,1207359,9240.0,131
9edb8882c0,whoohoo ! went get movies junk food womens night mwahaha >,whoohoo!,positive,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
344002d67a,_achillies thanks ! yay guild !,Thanks!,positive,morning,46-60,Democratic Republic of the Congo,89561403,2267050.0,40
744c939c9f,oh . seems playable joker ps3 exclusivity arkham asylum much bigger thought .,Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.,neutral,noon,60-70,Denmark,5792202,42430.0,137
aca204a50d,anyone else bad friday ? fun day today .,not a fun day,negative,night,70-100,Djibouti,988000,23180.0,43
2d6812df58,watching dr. horrible . ` mad !,Watching Dr. Horrible with .  don`t be mad!,neutral,morning,0-20,Dominica,71986,750.0,96
40de79a5c6,` really full . huge breakfast .,I`m really full. Had a HUGE breakfast.,neutral,noon,21-30,Dominican Republic,10847910,48300.0,225
b7da4ae7b8,"iphone ? soon ` adding auto-fill logins , ` type everytime .","on iPhone? Soon they`re adding auto-fill on logins, so you won`t have to type it all out everytime.",neutral,night,31-45,Ecuador,17643054,248360.0,71
83eba3aadd,` wait hear new album . ` sure amazing.please replay love much ! ! ! !,i`m sure will be amazing.please just replay to me  i love you so much!!!!,positive,morning,46-60,Egypt,102334404,995450.0,103
46a6a79fa7,work suckd .. another closing nite 30 dollars pockeded .. need new job,work suckd..,negative,noon,60-70,El Salvador,6486205,20720.0,313
4ede715977,im still waitin girl come home ... wan na go shopping,im still waitin for my girl to come home...i wanna go shopping,neutral,night,70-100,Equatorial Guinea,1402985,28050.0,50
d67abdeb83,back school ! feels like gon na great day,great day,positive,morning,0-20,Eritrea,3546421,101000.0,35
82d9b0bc51,lindsay spanish fansite love www.ultimatelohan.org please reply us wish good flight < 3,Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight <3,positive,noon,21-30,Estonia,1326535,42390.0,31
caf7c0417d,getting excited thorpe park tomorrow,more and more excited,positive,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
bbbccb9c0e,# com125 : quiz ! .. feliza bugging us getting annoying !,its getting very annoying!,negative,morning,46-60,Ethiopia,114963588,1000000.0,115
ec9796fa7a,"gmorning ooh giirll , mondays",Gmorning,positive,noon,60-70,Fiji,896445,18270.0,49
20314ef0ab,computer .. please stop loud work,stop,negative,night,70-100,Finland,5540720,304000.0,18
0acdbe351f,"heard 'no one ' alicia keys like , 10 minutes ago ? made night","When I heard 'No One' from Alicia Keys like, 10 minutes ago? You made my night",neutral,morning,0-20,France,65273511,547557.0,119
3b87f94f02,"hey david ! gone eye yet ? ` birthday , singing @ ipswitch-best present ever ! fun breakfast hunting !",best present ever! Have fun breakfast hunting!,positive,noon,21-30,Gabon,2225734,257670.0,9
962887779b,"rblpn , know , could listen every version war pigs ever recorded ? http : //blip.fm/~5z10d","rblpn   , You know, I could listen to every version of War Pigs ever recorded  ? http://blip.fm/~5z10",neutral,night,31-45,Gambia,2416668,10120.0,239
d6b4aa81ee,"fevered imagination , son","r fevered imagination,",negative,morning,46-60,Georgia,3989167,69490.0,57
4101fad169,home day pampering mom & dinner family . currently snuggied couch glass wine & new book . ahhh,pampering wi,positive,noon,60-70,Germany,83783942,348560.0,240
f1cfe52789,"ate mandy , please forgive . really sorry . ` wan na lose bff",I really am sorry.,negative,night,70-100,Ghana,31072940,227540.0,137
9f54a6a14c,"monday , monday . mr. cade home couch & lots today !","Monday, Monday. Mr. Cade is home on the couch & I have lots to do today!",neutral,morning,0-20,Greece,10423054,128900.0,81
0ca5e24eb3,"like , roll eyes ? ` curious hell ! good singing real treat far ` concerned !",s?  Now I`m curious as hel,positive,noon,21-30,Grenada,112523,340.0,331
78643fbfe9,"ooo ... believe ` closed , even ones airport","ooo... No I believe they`ve all closed down, even the ones at the airport",neutral,night,31-45,Guatemala,17915568,107160.0,167
c811396dc2,layin n bed headache ughhhh ... waitin call ...,headache,negative,morning,46-60,Guinea,13132795,246000.0,53
8c96618bee,"oh noes , average joes lexington closing ! sad",Sad,negative,noon,60-70,Guinea-Bissau,1968001,28120.0,70
366b5ae639,going staring hello kitty ` face 3-9,i am going to be staring at hello kitty`s face at 3-9,neutral,night,70-100,Guyana,786552,196850.0,4
760a9bbdb7,oh messages . probably,Oh THOSE messages. Probably not,neutral,morning,0-20,Haiti,11402528,27560.0,414
2abf604274,mondays best excited week ! !,best excited,positive,noon,21-30,Holy See,801,0.0,2003
2227875637,beautiful day ! hangin guys graham josiah lol waiting others . wan na stop come ; ) food,beautiful,positive,night,31-45,Honduras,9904607,111890.0,89
ffe3184054,good morning sexy twitter ` yall ? ? ? ` gd ` like 7:49am n still wan na sleep,Good morning my sexy twitter how`s yall doing??? I`m gd but it`s like 7:49am n I still wanna sleep,neutral,morning,46-60,Hungary,9660351,90530.0,107
f81159659d,garcia bend- learned lesson last night ! thought gon na throw ! got tix fashion show end mo .,garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo.,neutral,noon,60-70,Iceland,341243,100250.0,3
180753cc4e,got ta go twitterers ( ? ) stupid sister wants go facebook oging montreal 2morrow wont ! bye ! ! xoxox < 33,stupid,negative,night,70-100,India,1380004385,2973190.0,464
35b9799eea,haha ! thanks ! ` inane grin grading . students really fascinating semester,Thanks!,positive,morning,0-20,Indonesia,273523615,1811570.0,151
f94fce05ec,stay great ! mother gave cold/flu left still cough ...,My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...,neutral,noon,21-30,Iran,83992949,1630000.0,52
5b8d6e0051,aww read tweet . ` sure later either ( work ) feel us,Aww,positive,night,31-45,Iraq,40222493,434320.0,93
277e9491c5,holy cheese sending things motherland muy caro,Holy cheese sending things to the motherland is muy caro,neutral,morning,46-60,Ireland,4937786,68890.0,72
2b70aec0b3,movie 3-d really gooood,really gooood,positive,noon,60-70,Israel,8655535,21640.0,400
a0b1f6c22c,jared ` wearing green shirt ? * sparkly eyes * yee ! ! hear # asylm highly disorganized hang !,Jared`s wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!,neutral,night,70-100,Italy,60461826,294140.0,206
ab609af607,little girl still holding phone tears pouring eyes,that little girl still holding her phone while tears are pouring out of her eyes,neutral,morning,0-20,Jamaica,2961167,10830.0,273
94894860a7,happy mothers day asap everyday ! ! !,HAPPY,positive,noon,21-30,Japan,126476461,364555.0,347
1fb43f9649,"hey please reply , ` call im mexico ` know code love",love,positive,night,31-45,Jordan,10203134,88780.0,115
371a7716e5,"late , actually spelling bee back day . got eliminated state finals though .",eliminated,negative,morning,46-60,Kazakhstan,18776707,2699700.0,7
99d3eef928,minstrels might grab petrol station head back work . delicious !,are delicio,positive,noon,60-70,Kenya,53771296,569140.0,94
84f17cea0c,bored work,bored,negative,night,70-100,Kiribati,119449,810.0,147
17af679744,_twist86 * * * * picking !,is picking up!,positive,morning,0-20,Kuwait,4270571,17820.0,240
0b62ea4f2d,happy mothers day love,Happy,positive,noon,21-30,Kyrgyzstan,6524195,191800.0,34
74457ea059,yes sure ! would eat ! !,Yes for sure ! its all that i would eat !!,neutral,night,31-45,Laos,7275560,230800.0,32
77d9269654,"nice wedding ring , shiny !",nice,positive,morning,46-60,Latvia,1886198,62200.0,30
545627eefe,feeling considerably better 13 hours sleep still right though ...,Feeling considerably better,positive,noon,60-70,Lebanon,6825445,10230.0,667
8795972179,wishes love coming home,wishes her love was coming home,positive,night,70-100,Lesotho,2142249,30360.0,71
33719a9303,"yep , ` converted blip . great hear lot others suggestions - pretty great stuff !",Been great to hear a lot of others suggestions - some pretty great stuff!,positive,morning,0-20,Liberia,5057681,96320.0,53
d3e4c2cf2e,"hey , gal pals phoenix ! ! !","hey, but you have gal pals here in Phoenix!!!",neutral,noon,21-30,Libya,6871292,1759540.0,4
42ff56c921,feel good today,do NOT feel good,negative,night,31-45,Liechtenstein,38128,160.0,238
a0c3215993,ok guess need actual work . long 5 pm ? oh . may ditch early .,ditch,negative,morning,46-60,Lithuania,2722289,62700.0,43
46d59b0513,bank holiday = rain . superb . great excuse start gardening jungle back house . eating ...,Superb.,positive,noon,60-70,Luxembourg,625978,2590.0,242
34902d475c,lisa : yes know ur talking yes * * * * . dont let get ya ... great thing going chris,he is an ****.,negative,night,70-100,Madagascar,27691018,581795.0,48
6d112243ed,miss already . sad faces texted seriously gon na make cry .,sad,negative,morning,0-20,Malawi,19129952,94280.0,203
af8842c4f3,thabks ! made feel special !,special!,positive,noon,21-30,Malaysia,32365999,328550.0,99
d912b82e45,yep . got ta go man ! ` ttyl . . . eventually . . . sometime . . . future . . . hopefully . . . soon . ~ ~ ~,. hopefully,positive,night,31-45,Maldives,540544,300.0,1802
5a6a6d64dd,mayb raped younger,mayb he was raped when he was younger,neutral,morning,46-60,Mali,20250833,1220190.0,17
7bc8a1cbba,"dunno yet , would love though ! keep missing time reason : & fun !",would LOVE to though!,positive,noon,60-70,Malta,441543,320.0,1380
87e431c57e,palms itchy . ` mean something coming great deal money ?,a great deal of money?,positive,night,70-100,Marshall Islands,59190,180.0,329
e6b840403f,_xd tried say ` seems like people facebook ` agree ` ... guess fail -cries-,I guess I fail  -cries-,negative,morning,0-20,Mauritania,4649658,1030700.0,5
e669acee39,hello friend ... found gbw ? ? glad see twitter learn german,? Glad,positive,noon,21-30,Mauritius,1271768,2030.0,626
9e504aea87,done dentist november,done with the dentist until November,neutral,night,31-45,Mexico,128932753,1943950.0,66
2b4185c7cc,doubt ` get one honest,honest,positive,morning,46-60,Micronesia,115023,700.0,164
97e92b0002,wow .. tagers rock ! ! ! awesome performance,Wow.. TAGers ROCK!!!  Awesome performance,positive,noon,60-70,Moldova,4033963,32850.0,123
e07027a7cc,mhmm idk thought showing freaking ppl hehe ... yeah totally understand u guys vn sounds cool ! !,N sounds cool!!,positive,night,70-100,Monaco,39242,1.0,26337
b4f2238ce6,"lol ` u knew better , u ` better , wouldnt wear uggs shoe weather ... ` awww rip stack b",RIP,negative,morning,0-20,Mongolia,3278290,1553560.0,2
f677347ef5,way lake geneva miss laura,miss,negative,noon,21-30,Montenegro,628066,13450.0,47
2a2b8edf2b,"happy mother ` day , mommy ! hope good day","happy mother`s day, mommy!",positive,night,31-45,Morocco,36910560,446300.0,83
35d5140684,"gave bikes thorough wash , degrease grease . think really good job !",really good job!,positive,morning,46-60,Mozambique,31255435,786380.0,40
d89eecd45d,awwwww snaaaap jimmaaayy . man hookups . bad ` far away ! !,.  Too bad,negative,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
1d94a35f7e,_kittykat ` nice .,That`s very nice of him.,positive,night,70-100,Namibia,2540905,823000.0,3
5663be2fbc,asked sing yet .... aha . coffee mornin time . psychology past questions & revision suck !,suck!,negative,morning,0-20,Nauru,10824,20.0,541
cbcaeb8abc,would like 1800 1000+ miles gas prices crazy im alpine next summer def,e crazy,negative,noon,21-30,Nepal,29136808,143350.0,203
cb6b2e4508,"okay , thanks !",thanks!,positive,night,31-45,Netherlands,17134872,33720.0,508
81dcda9146,see adriana month,Is about to see Adriana off for a month,neutral,morning,46-60,New Zealand,4822233,263310.0,18
d20a1c075b,indeed tonsillitis . good thing : ive advised eat lots ice cream . [ solid foods & im bed ridden . ],the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  & im bed ridden.],neutral,noon,60-70,Nicaragua,6624554,120340.0,55
7b8fcb4aac,` work,IT DIDN`T WORK,negative,night,70-100,Niger,24206644,1266700.0,19
72c09ef13a,raining ! ! gng rain dance,its raining!! gng for rain dance,neutral,morning,0-20,Afghanistan,38928346,652860.0,60
d7f35455a1,"enjoy day ! prob see u top glyders . pint , got ta drive straight back ` got dog stuff sunday",Enjoy,positive,noon,21-30,Albania,2877797,27400.0,105
3a4b78bf05,wonder white supremists say abhor racists . http : //bit.ly/rd31f,wonder,negative,night,31-45,Algeria,43851044,2381740.0,18
42cb3964de,meeting boy ?,meeting the boy?,neutral,morning,46-60,Andorra,77265,470.0,164
11895d5383,_tv hope shatner didnã¯â¿â½t address message philosophers . weã¯â¿â½re doomed stopped thinking,doomed,negative,noon,60-70,Angola,32866272,1246700.0,26
26e46078a6,hiiiiii ! texted u day u ` respond ` ? !,Hiiiiii! I texted u the other day and u didn`t respond  what`s up with that?!,negative,night,70-100,Antigua and Barbuda,97929,440.0,223
9f2618a7fc,_duerden jealousmuch .. want outttt stuck revising . better green dragon honour lol,_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol,neutral,morning,0-20,Argentina,45195774,2736690.0,17
997a8e8eca,"thanks ! got tired bleaching . , um , bangs ... yeah actually bit purple > _ > oopsie .",Thanks!  Got tired of bleaching it.,neutral,noon,21-30,Armenia,2963243,28470.0,104
427172cda4,... well bell hooks teaching transgress . sometimes miss teaching & messing bad system .,Sometimes I miss teaching & messing with bad system,negative,night,31-45,Australia,25499884,7682300.0,3
b7e406b98a,happy mothers day mommies !,Happy Mothers Day to all the Mommies!,positive,morning,46-60,Austria,9006398,82400.0,109
19e2e43496,_clp heard 88db better mixing ... especially use 808 sounds,i heard 88db is better for mixing down...especially  if you use 808 sounds,neutral,noon,60-70,Azerbaijan,10139177,82658.0,123
4ec29960a0,teaching people beauty twitter,beauty,positive,night,70-100,Bahamas,393244,10010.0,39
8a0cd1dda6,"` sorry , x-men sucks ... bad way ! ; p",sucks.,negative,morning,0-20,Bahrain,1701575,760.0,2239
0bb5ab91c4,follow cause really shop ! ! ! even though ` showin love,Even though she don`t be showin love no more,negative,noon,21-30,Bangladesh,164689383,130170.0,1265
9b59214560,happy baby mommas day ! ! > > mommas < < twitterville,Happy,positive,night,31-45,Barbados,287375,430.0,668
53ccdd0572,bet ! ... ` spirit ( ` uk really lol ) like pic btw * * * * x,Like the pic BTW,positive,morning,46-60,Belarus,9449323,202910.0,47
d2eeeccabc,sad today last day san diego,is sad,negative,noon,60-70,Belgium,11589623,30280.0,383
baa5e00d18,still eatin lunch ..... n readin comments last nite .... da best comment receive 'you really brought anne life ! ',best,positive,night,70-100,Belize,397628,22810.0,17
47ba621a75,ratings army wives teary ; criminal minds yikes ! criminal intent takes sorts . real life news horrifying ok bed nite,horrifying,negative,morning,0-20,Benin,12123200,112760.0,108
74f8315d8a,"wow , good ` mac xp via parallels ever need tester ; )",good,positive,noon,21-30,Bhutan,771608,38100.0,20
cd6869e626,good luck tomorrow,good luck tomorrow,positive,night,31-45,Bolivia,11673021,1083300.0,11
39e3c505c7,woo hoo - recipe,Woo hoo - we have that recipe,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64
1997bc3e63,"actually participated lit today : p also , better rain","I actually participated in lit today :p Also, it better not rain",neutral,noon,60-70,Botswana,2351627,566730.0,4
2f4bfc3df1,irregularly . im ( half-assedly ) working essay . saying half-assedly really mean . words even open,irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open,neutral,night,70-100,Brazil,212559417,8358140.0,25
d237ef7b62,star warz day ? really .. hot topic ? man .. oh man .. ` waiting star trek !,.oh man..,negative,morning,0-20,Brunei,437479,5270.0,83
71c989ed9d,workin .. still lol wanted go spring game,workin.. still lol i wanted to go to the spring game,neutral,noon,21-30,Bulgaria,6948445,108560.0,64
ed81790a40,homework .,More homework.,neutral,night,31-45,Burkina Faso,20903273,273600.0,76
16cb02066e,"salary , actually spend money . hooray ! time go shopping dinner ahora say goodbye .",Hooray!,positive,morning,46-60,Burundi,11890784,25680.0,463
8f6d00e076,"miss ya , boyfriend ! gon na see ya ? br ! tt ! ! !",miss,negative,noon,60-70,Côte d'Ivoire,26378274,318000.0,83
c1ccec468f,watching americas next top model yah haha,yah haha,positive,night,70-100,Cabo Verde,555987,4030.0,138
6fbb1a4b64,` birthday boy ` ipod touch dsi set-up sorted . think would happy ball + boots age !,happy,positive,morning,0-20,Cambodia,16718965,176520.0,95
83b67ab999,kinda done trying . ugh . oh well worth effort . long day tomorrow . night tweeters !,kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!,neutral,noon,21-30,Cameroon,26545863,472710.0,56
80259f4a0b,funerals bueno,Funerals are no bueno,neutral,night,31-45,Canada,37742154,9093510.0,4
380a4cb55c,"sounds like sonics ... never ... record , say spicy bred buffalo wings w/ blu cheese & beer","sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese & bee",neutral,morning,46-60,Central African Republic,4829767,622980.0,8
a3fe525405,well right side thirty,Well I am on the RIGHT side of thirty,neutral,noon,60-70,Chad,16425864,1259200.0,13
bfc765c407,think might break purchase us donot know call,I think I might have to break down and purchase some from the US just because I donot know what to call it over here,neutral,night,70-100,Chile,19116201,743532.0,26
d5431b452b,tom u plans germany ? answer ur germany fas,tom do u have plans to germany?  answer this for ur germany fas,neutral,morning,0-20,China,1439323776,9388211.0,153
ebe312d07c,ah ! haha omg fudge grahmcracker cookies ! boo,Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo,neutral,noon,21-30,Colombia,50882891,1109500.0,46
7009d3d220,"drinking harm doc convinced ` cause pcvs ( look ) .told stop smoking yet , come","No more drinking for Harm   Doc is convinced that it`s the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come",neutral,night,31-45,Comoros,869601,1861.0,467
e55ac41fac,hahahaha . nahh sowwieee . git shirt match dez sneakerz nd idk da color . aghhh =o lol,hahahaha. Nahh sowwieee.  I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16
86328e1b5f,"feeling sorry ian . broke gf , feel reali sad cos feels ! wish give huge hug right","feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now",neutral,noon,60-70,Costa Rica,5094118,51060.0,100
ad6c3de0ae,saying goodbye something familiar never becomes familiar,never becomes familiar,negative,night,70-100,Croatia,4105267,55960.0,73
b548335809,sunburned face & legs . fixing arms tooo .,Sunburned on my face & legs.,negative,morning,0-20,Cuba,11326616,106440.0,106
45b3caa51a,"planning surviving financial status quitting job , got ta find new job within 4 months","is planning for surviving financial status after quitting my job, gotta find a new job within 4 months",neutral,noon,21-30,Cyprus,1207359,9240.0,131
7f72544581,"graduation tonight ` gon na miss boys ... mikey , dustin , miles , charlie , travy , nicky , john , jake , boys ... love guys",.I love you guys,positive,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
d0b0559549,gnite fukn nite * wanted sum { pinga } ` get,gnite  Fukn Nite * wanted sum {pinga} but couldn`t get any,neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050.0,40
582abf3fd5,.. sweaters,.. IN SWEATERS,neutral,noon,60-70,Denmark,5792202,42430.0,137
69c0b0323e,wow great list ... need shop,wow that is a great list.,positive,night,70-100,Djibouti,988000,23180.0,43
eaa3f59294,lol - birmingham 1st love ... ` time move ! ; ) good morning,Birmingham was my 1st love.,positive,morning,0-20,Dominica,71986,750.0,96
2a815f151d,wants hang friends soon !,wants to hang out with friends SOON!,positive,noon,21-30,Dominican Republic,10847910,48300.0,225
4fd364c2ba,"140 characters , find , rarely enough elaborate much upon anything .",rarely enough,negative,night,31-45,Ecuador,17643054,248360.0,71
0a28e349a3,sees steve coogan raises dylan moran .,sees your Steve Coogan and raises you a Dylan Moran.,neutral,morning,46-60,Egypt,102334404,995450.0,103
6a9f4e8175,like saw movie 4.8 would give 5 tyler perry `,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it,neutral,noon,60-70,El Salvador,6486205,20720.0,313
7d7ff27958,` get money mikey time . trust . makes sad .,e sad,negative,night,70-100,Equatorial Guinea,1402985,28050.0,50
5d56612b5e,incredibly worried stanley ...,is incredibly worried about Stanley...,negative,morning,0-20,Eritrea,3546421,101000.0,35
f10c4c2d42,stop talking ur gon na mean,mean,negative,noon,21-30,Estonia,1326535,42390.0,31
f42b29a222,"afternoon ! u ` got new pic , nice specs",nice,positive,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
5e06140be6,writing first 'showstoppers ' entry lost hours work due server issues,Just lost an hours work due to server issues,negative,morning,46-60,Ethiopia,114963588,1000000.0,115
696ad06f3c,http : //bit.ly/msize go dear love janelle,I lov,positive,noon,60-70,Fiji,896445,18270.0,49
a52b69d7e1,boreedd,Boreedd,negative,night,70-100,Finland,5540720,304000.0,18
55c8976ea9,` ridiculously warm bed,ridiculously,negative,morning,0-20,France,65273511,547557.0,119
6ba9881569,_tech_update know nutty newsire twitterfeed ones coming w/o links ? ` lazy without links ... lol,Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,neutral,noon,21-30,Gabon,2225734,257670.0,9
fd72aff4ba,awwww internet right .... -drummer boi,w i have no internet right now,negative,night,31-45,Gambia,2416668,10120.0,239
ccc2f31eac,"personally , could decide election sign place north40 last fall : reagan 08 , tjefferson 08 troosevelt 08","personally, I could not decide which election sign to place on North40 last fall : Reagan 08, TJefferson 08 or TRoosevelt 08",neutral,morning,46-60,Georgia,3989167,69490.0,57
4e2435ca21,far everybody look good ! 1 momma goat kid month ! hope week ! !,So far everybody look good !,positive,noon,60-70,Germany,83783942,348560.0,240
8991d5726a,"woop , bought elliot minor album itunes . finally working ! !",Its finally working for me!!,positive,night,70-100,Ghana,31072940,227540.0,137
f0c0d44fc6,listening del barrio records release . think cmyk music competition minimal techno madrid land .,listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.,neutral,morning,0-20,Greece,10423054,128900.0,81
2b61764852,trying work use twitter !,trying to work out how to use Twitter!,neutral,noon,21-30,Grenada,112523,340.0,331
a14e389a90,"-i ` love able bike/bus/walk work , ` safe area","-i`d love to be able to bike/bus/walk to work, but it isn`t safe in my area",neutral,night,31-45,Guatemala,17915568,107160.0,167
b66219e011,cried like fukn baby today durin da senior show ... ima miss senior friends,Miss,negative,morning,46-60,Guinea,13132795,246000.0,53
6de43d0ce5,people talk gone,All the people I talk to are GONE,neutral,noon,60-70,Guinea-Bissau,1968001,28120.0,70
f7ec0a95c3,know bro asked shaked fists 6 cats . make last night weekend ` philly .,I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I`m in Philly.,neutral,night,70-100,Guyana,786552,196850.0,4
dc5f170388,spent evening gala high school drama company ` 20th anniversary . lots memories,Lots of memories,positive,morning,0-20,Haiti,11402528,27560.0,414
afe22c972a,ftr < 3 u miss u team already,d miss U,negative,noon,21-30,Holy See,801,0.0,2003
c7b8023dbc,went page made hungry,it made me hungry,negative,night,31-45,Honduras,9904607,111890.0,89
88b7794beb,"good morning ` think stopped raining past three days , cares ?",Good morning,positive,morning,46-60,Hungary,9660351,90530.0,107
5336556b72,wzzzzzzzzzup ? ! derrek ! r starting band practice . jayk skylar leaving california today . lucky .,lucky.,positive,noon,60-70,Iceland,341243,100250.0,3
e573a945f6,quite sure ace cakes . gosh ` tired . loved bride wars . fun night .,Not quite sure what ace of cakes is or are. Gosh I`m tired. Loved bride wars. Fun night.,neutral,night,70-100,India,1380004385,2973190.0,464
cba905f962,salad krogers ... hungry .,Salad from krogers...  I was hungry.,neutral,morning,0-20,Indonesia,273523615,1811570.0,151
fd37c3d981,_785 yeah ` done work weekend ` sooooo bummed,bummed,negative,noon,21-30,Iran,83992949,1630000.0,52
96fb1e7cd6,waking 6 ? yuuup . still going tonight ? better believe .,believe,positive,night,31-45,Iraq,40222493,434320.0,93
fbcaf1ca81,` play world conflict computer running slow,too slow,negative,morning,46-60,Ireland,4937786,68890.0,72
e4cb8a6252,"last heroes ep sept sick & drugged past 3 days . dr says lacking everything , esp -get this- sunshine .",lacking,negative,noon,60-70,Israel,8655535,21640.0,400
533b05f261,"know , ` * * * * . trying sort portfolio ` know put !","I know, they`re ****.",negative,night,70-100,Italy,60461826,294140.0,206
d25fdec21d,starbuck,starbuck,neutral,morning,0-20,Jamaica,2961167,10830.0,273
08bd94ccad,ugh,ME TOO UGH,neutral,noon,21-30,Japan,126476461,364555.0,347
b8fd4e60d8,reading taking notes undertanding none ... help !,undertanding none of it  ... HELP!,negative,night,31-45,Jordan,10203134,88780.0,115
0dac65e546,"arnold , california . aka best place ever ... wish could come ! ! !",a the best place ever,positive,morning,46-60,Kazakhstan,18776707,2699700.0,7
67ae9cad7f,cats : unimpressed thunderstorm . dog : wishes would come home,Cats: unimpressed by thunderstorm. Dog: wishes  would come home,neutral,noon,60-70,Kenya,53771296,569140.0,94
