score,Text,Actual_Score,GPT 3.5 Score,GPT 4.0 Score,Llama 7B Score
neutral,pharmaceutical market italy global research & data services published recently market analysis pharmaceutical markets italy .,3,3.0,3.0,5.0
neutral,pharmaceutical market netherlands global research & data services published recently market analysis pharmaceutical markets netherlands .,3,3.0,3.0,4.0
neutral,"previously , projected figure slightly lower 2009 .",3,2.0,3.0,5.0
neutral,"previously , company expected 2008 financial performance remain level 2008 .",3,2.0,3.0,3.0
neutral,profit taxes totaled eur 12.1 mn .,3,3.0,3.0,5.0
neutral,qpr processguide available system solution centralized storage management process content well standalone desktop version ; qpr processguide xpress .,3,3.0,3.0,4.0
neutral,"quartal oy owns 2,094,063 shares satama interactive plc , represents 5,19 per cent share capital voting rights .",3,3.0,3.0,5.0
neutral,renesas mobile europe ltd approximately 470 employees oulu .,3,1.0,3.0,5.0
neutral,rihko started manage raisio 's benecol business summer 2006 heading tobacco company altadis ' european operations .,3,2.0,3.0,5.0
neutral,rimi supermarket key customer magistral center .,3,2.0,3.0,5.0
neutral,"rimvesta controlled estonian-owned real estate development company ell nekilnojamas turtas , member merko , largest construction group baltic countries .",3,3.0,3.0,5.0
neutral,"risto raty , tekla 's executive vice president , said tekla structures archicad cover entire design documentation workflow throughout construction project .",3,4.0,3.0,5.0
neutral,"rohwedder group automotive supplies , telecommunications electronics industry provider customers europe , north america asia .",3,3.0,3.0,3.0
neutral,rsa 's shares closed 156.9 p time going press .,3,2.0,3.0,5.0
neutral,rubin says expects capman announce 1-2 additional transactions 2009 .,3,2.0,3.0,4.0
neutral,russia 's video international group holds controlling stake russian media ventures .,3,3.0,3.0,5.0
neutral,"sampo group become major shareholder nordea owns trygvesta 's main competitor , p & c insurance .",3,2.0,3.0,5.0
neutral,scanfil holdings include 100 % contract electronics manufacturer scanfil ems group .,3,3.0,3.0,5.0
neutral,"since registration shares subscribed directed share issue , new number panostaja shares voting rights 41,733,110 .",3,2.0,3.0,5.0
neutral,"stora enso 's business north america annual capacity 3 million tons employs 4,350 people .",3,3.0,3.0,4.0
neutral,stora enso receive 19.9 pct equity interest combined company .,3,2.0,3.0,5.0
neutral,stora due release fourth-quarter 2009 full-year earnings feb. 4 .,3,2.0,3.0,5.0
neutral,storengy gdf suez company dedicated underground storage natural gas .,3,3.0,3.0,5.0
neutral,talentum acquired 47.5 pct stake varesvuo partners 1997 remaining 2002 2005 .,3,2.0,3.0,4.0
neutral,"technopolis set aside plot land measuring 4.6 hectares build park , mikkonen said .",3,3.0,3.0,5.0
neutral,tekla group 's net sales 2006 approximately 50 million euros operating result 13.6 million euros .,3,4.0,3.0,5.0
neutral,"thanks extensive industry operations experience , cybercom offers strategic technological expertise markets : telecom , industry , media , public sector , retail , banking financial services .",3,4.0,4.0,4.0
neutral,"address also happens house italian megamart eataly , meaning `` come , kids , 're going toy building ! ``",3,3.0,3.0,5.0
neutral,"3c expo signature show dongguan , supported dongguan municipal government every year , featuring computer accessories , software , communication network products .",3,4.0,3.0,5.0
neutral,"acquired business main asset mobile authentication signing solution , branded tectia mobileid , provides authentication web e-mail , ssl-vpn , ms sharepoint , tectia secure solutions applications resources .",3,4.0,3.0,5.0
neutral,agreement includes application maintenance support services .,3,3.0,3.0,5.0
neutral,agreement includes entire process managing mercator 's supply chain regions company currently present .,3,3.0,3.0,5.0
neutral,"americas represents 25 % gemalto 's billing , latin america one fastest growing regions company .",3,4.0,3.0,5.0
neutral,annual value contracts estimated usd 2mn next three years .,3,3.0,3.0,5.0
neutral,bank 's leasing arm nordea liising ended year profit 4.4 million euros .,3,3.0,4.0,4.0
neutral,"board established remuneration committee following members : - sari baldauf chairman - tapio hintikka - heikki westerlund addition , board decided appoint nomination committee later stage .",3,3.0,3.0,4.0
neutral,"bond , maturity five years , part bank 's domestic bond program .",3,3.0,3.0,4.0
neutral,bridge part highway 14 development project .,3,2.0,3.0,5.0
neutral,building house product development test laboratories .,3,3.0,3.0,5.0
neutral,business area 's net sales slightly 2m 2006 .,3,3.0,3.0,5.0
neutral,business development initiatives north america headed lynn shanahan .,3,3.0,3.0,5.0
neutral,"business organised , february 1 , 2011 , way production design services combined one entity , etteplan operations .",3,3.0,3.0,4.0
neutral,"business transfer take effect 1 january 2007 , connection 47 employees transfer elisa daxtum continuing employees .",3,2.0,3.0,4.0
neutral,center built kapuli district mantsala beside hanko-mantsala-porvoo road near new direct rail link lahti jarvenpaa .,3,3.0,3.0,5.0
neutral,changes readership significant .,3,2.0,3.0,5.0
neutral,closing transaction took place today .,3,4.0,3.0,5.0
neutral,"closing transaction scheduled take place january 10 , 2008 .",3,3.0,3.0,5.0
neutral,combined capital funds expected eur 100mn-150mn .,3,3.0,3.0,5.0
neutral,combined company pro-forma net sales 140 mln euro $ 188.9 mln operating profit 13 mln euro $ 17.5 mln 2006 .,3,4.0,3.0,5.0
neutral,"commission found evidence several meetings discuss cartel , including one brussels restaurant november 1997 companies discussed price increases .",3,1.0,2.0,5.0
neutral,"committee proposes following remuneration : monthly remuneration eur 5,000 chairman , eur 3,500 deputy chairman , eur 2,500 board members .",3,2.0,3.0,5.0
neutral,"company , eur2 .8 bn assets , counts among five largest shareholders finnish insurers ilmarinen 4.34 % varma 0.70 % , well finnish state pension fund ver 0.61 % .",3,3.0,3.0,4.0
neutral,company also equipped sculptural complex rabochy kolkhoznitsa worker collective farmer moscow snow melting system .,3,3.0,3.0,4.0
neutral,company distribute dividend 2005 .,3,3.0,3.0,5.0
neutral,company expects net sales whole 2009 previous year levels .,3,3.0,3.0,5.0
neutral,"company expects net sales whole 2007 eur 950mn-1 ,000 mn .",3,3.0,3.0,2.0
neutral,"company net sales eur 10.8 million 2008 , today approximately 120 employees finland , estonia poland .",3,3.0,3.0,5.0
neutral,company net sales eur 19.8 mn pre-tax profit eur 1.8 mn 2005 .,3,3.0,3.0,5.0
neutral,company 120 employees annual sales approximately eur16m .,3,3.0,3.0,4.0
neutral,company annual turnover eur32 .8 .,3,3.0,3.0,5.0
neutral,"company involved sale financial products including insurance , mortgages , car personal loans , financial brokerage equipment finance leasing .",3,3.0,3.0,5.0
neutral,"company operates four principal divisions : consumer packaging ; office papers ; speciality papers , well market pulp energy .",3,3.0,3.0,3.0
neutral,company reported net sales 302 mln euro $ 441.6 mln operating margin 16 pct 2006 .,3,3.0,3.0,5.0
neutral,"company 's set services include digital printing , printing preparation , offset-printing , after-treatment services send services .",3,3.0,3.0,5.0
neutral,"company 's transportation business conducted florida rock & tank lines , southeastern transportation company concentrating hauling motor carrier liquid dry bulk commodities .",3,3.0,3.0,5.0
neutral,"company said 80 % shares holding company sold meadville holdings limited , hong kong listed parent company meadville group .",3,3.0,3.0,5.0
neutral,company said agreed eur160m unsecured credit line lenders .,3,3.0,3.0,5.0
neutral,"company said operations sold newly established company , cps gmbh , present management plastics business co-owner .",3,2.0,3.0,2.0
neutral,"composite body coated hard coating layer produced thermal spraying , coating ground . ``",3,2.0,3.0,5.0
neutral,"connectivity unit 100 e-invoice customers , number annual transactions stands nearly one million .",3,3.0,3.0,5.0
neutral,contract includes option deliver additional 75 ascs next phases project .,3,3.0,3.0,5.0
neutral,contract worth eur 1 million .,3,3.0,3.0,5.0
neutral,contract value amounts eur 2.4 million .,3,3.0,3.0,5.0
neutral,credit covers approximately 70 % ship 's price .,3,3.0,3.0,5.0
neutral,customer cooperative retailer osuuskauppa suur-savo .,3,3.0,3.0,5.0
neutral,customer local company etera mutual pension insurance co principal tenant unit media company alma media corp hel : aln1v .,3,2.0,3.0,5.0
neutral,"customer forwarded site , unknown logged first number .",3,1.0,3.0,3.0
neutral,"deal includes rental equipment related merchandise , rental contract depot two employees , company said .",3,2.0,3.0,3.0
neutral,"decision reflects underutilisation line , produces nonwovens used medical wipes applications well automotive industry .",3,2.0,3.0,5.0
neutral,"decision made whether group agrees import estonian meat meat products finland , paper added .",3,2.0,3.0,3.0
neutral,"devices would launched chinese market late 2006 , company said .",3,2.0,3.0,3.0
neutral,diameter protocol developed according standards ietf rfc 3588 ietf rfc 3539 .,3,3.0,3.0,5.0
neutral,divested activities net sales eur 145.1 million 2009 operating profit eur 8.9 million .,3,3.0,3.0,4.0
neutral,"divested company part tietoenator 's business area government , manufacturing & retail .",3,2.0,3.0,5.0
neutral,dividend come top 0.45 eur shares 0.43 k shares already paid last year 's accounts .,3,2.0,3.0,5.0
neutral,"division also includes joint sales , marketing controlling functions units .",3,3.0,3.0,3.0
neutral,ea reng group posted sales approximately 84 million kroons 2007 .,3,2.0,3.0,5.0
neutral,"ebrd using funds provide 21.6 million loan b portion 10 million euros syndicated two finnish commercial banks , nordea bank finland plc pohjola bank plc . .",3,3.0,3.0,4.0
neutral,"ebrd using funds provide 21.6 million loan b portion 10 million euros syndicated two finnish commercial banks , nordea bank finland plc 7.7 million euros pohjola bank plc 2.3 million euros .",3,3.0,3.0,5.0
neutral,"ebrd using funds provide 21.6 mln loan b portion 10 mln euros syndicated two finnish commercial banks , nordea bank finland plc 7.7 mln euros pohjola bank plc 2.3 mln euros .",3,2.0,3.0,4.0
neutral,"economic development trade ministry industry energy ministry , along kostroma regional administration russian lumberman timber exporters union , carrying work acquire investment construction pulp paper mill neya since 2003 .",3,3.0,3.0,5.0
neutral,electricity requirement networks grow new mobile generation .,3,3.0,3.0,5.0
neutral,energy sector accounted approximately 33 % steel industry 57 % transportation volume .,3,3.0,3.0,4.0
neutral,enterprise value maritim food determined approximately eur15m .,3,3.0,3.0,5.0
neutral,"equipment ixonos acquires deal includes mechanical engineering hardware ; rf antenna measurement laboratory ; facilities measurement audio , cameras displays ; well devices robot units testing mobile devices .",3,3.0,3.0,4.0
neutral,"equipment made vaahto 's plant hollola finland , delivery scheduled first quarter 2009 .",3,3.0,3.0,5.0
neutral,estimated annual value frame agreement eur 50mn .,3,3.0,3.0,5.0
neutral,estimated value deal usd 9.2 million .,3,3.0,3.0,5.0
neutral,eur17m contract includes design construction works .,3,3.0,3.0,5.0
neutral,"executive said countries brazil , chile , argentina mexico lead adoption business ethernet services segment , brazil mexico early adopters carrier ethernet mobile backhaul .",3,4.0,3.0,5.0
neutral,expanded company continue called newpage .,3,2.0,3.0,5.0
neutral,expanded plant scheduled operational middle october 2009 .,3,3.0,3.0,5.0
neutral,expansion finalized autumn 2009 .,3,3.0,3.0,5.0
neutral,expansion delivered fourth quarter 2006 .,3,3.0,3.0,5.0
neutral,facility consists seven year bullet term loan 200 mln euro $ 292.4 mln 150 mln euro $ 219.3 mln five year revolving credit facility .,3,3.0,3.0,5.0
neutral,"facility lettable area 19,000 sq m. plot plant , located ratasmaki business park , purchased city forssa .",3,2.0,3.0,4.0
neutral,figure include food exports finland .,3,3.0,3.0,5.0
neutral,"figure includes change fair value property portfolio , eur 26.2 million .",3,3.0,3.0,5.0
neutral,"filter tips cover volume range 0.1-1200 -ál including new sizes 10 , 20 , 100-120 , 200 , 300 , 1000 1200 -ál volume capacities .",3,3.0,3.0,5.0
neutral,final outcome rights offering reported around 23 october 2009 .,3,2.0,3.0,5.0
neutral,firm builds components mobile phones communications products .,3,3.0,3.0,4.0
neutral,"government started sell-off last month , putting 8 percent stake teliasonera auction bloc .",3,2.0,3.0,4.0
neutral,"group posted net sales 35.3 mln euro $ 46.5 mln operating profit 760,000 euro $ 1.0 mln 2005 .",3,4.0,3.0,5.0
neutral,group 's net sales 2007 eur683 .6 .,3,2.0,3.0,5.0
neutral,"group 's turnover 2006 eur 39.2 million , operating profit eur 3.9 million .",3,4.0,3.0,5.0
neutral,"liquid handling segment offers laboratory equipment accessories , including mechanical electronic pipettes , disposable tips used research institutions , universities , hospitals , well pharmaceutical , food , industries biohit brand .",3,4.0,3.0,5.0
neutral,"manufacture cpps undertaken existing export oriented unit eou wartsila 's factory khopoli , near mumbai .",3,3.0,3.0,3.0
neutral,manufacturing begin pietarsaari beginning year 2009 delivery take place october 2009 .,3,3.0,3.0,5.0
neutral,markets expect heineken sell hartwall whole parts .,3,2.0,3.0,4.0
neutral,"significant capital expenditure items global enterprise resource planning erp project , product development production machines .",3,2.0,3.0,5.0
neutral,"move carried transferring hkscan 's production-related property , plant , equipment , well holdings subsidiaries associate companies country hkscan finland .",3,2.0,3.0,5.0
neutral,net sales healthcare trade business 2009 eur 145.1 million eur 155.2 million operating profit eur 8.9 million eur 7.9 million .,3,3.0,3.0,4.0
neutral,net sales power plants business eur 710.3 million 2005 .,3,3.0,3.0,5.0
neutral,new shares entitle holders dividends fiscal 2006 .,3,2.0,3.0,5.0
neutral,non-recurring costs caused talentum 's premedia business area restructuring amount 2.0 mln euro $ 2.7 mln included company 's financial results second quarter 2007 .,3,1.0,3.0,5.0
neutral,ongoing project tekla structures used vashi exhibition centre developed insteel engineers pvt ltd-iivrcl infrastructures & projects ltd & cidco .,3,3.0,3.0,5.0
neutral,"operations sold include manufacturing units finland , france , poland turkey , well sales units germany lithuania .",3,3.0,3.0,5.0
neutral,options might include partial total divestment shareholdings ovako .,3,2.0,3.0,4.0
neutral,"order also covers design services , hardware , software licences , well maintenance services six years .",3,3.0,3.0,5.0
neutral,order also includes extensive maintenance work shoe press delivered vaahto 2001 .,3,2.0,3.0,4.0
neutral,"order consists outsourced application management , support planning tecnotree third-party applications .",3,2.0,3.0,3.0
neutral,order includes 48 ship cranes delivered 12 container feeders built wenchong shipyard china .,3,3.0,3.0,5.0
neutral,"order values eur 6.9 mn , consists design services hardware software licences .",3,3.0,3.0,5.0
neutral,orders also include high-power drives control seismic compressors .,3,3.0,3.0,5.0
neutral,"orders 26 machine-room-less kone monospace elevators , would installed 2006 .",3,2.0,3.0,5.0
neutral,oulu plant employs approximately 120 people .,3,3.0,3.0,1.0
neutral,percentages shares voting rights calculated proportion total number shares registered trade register total number voting rights related .,3,3.0,3.0,4.0
neutral,per-share subscription price shares subscribed option rights eur 1.35 .,3,2.0,3.0,5.0
neutral,"polish business employs 1,000 people , net sales eur 70mn 2007 .",3,3.0,3.0,5.0
neutral,"portfolio comprises 118,000 m2 leasable space vacancy rate roughly 5 % , let around 140 tenants two largest swedish government ericsson .",3,3.0,3.0,4.0
neutral,"program , started summer 2007 , originally estimated last approximately two years .",3,2.0,3.0,4.0
neutral,proposal shareholders elect mr. hannu krogerus board based long unrivalled experience knowledge matters related elcoteq .,3,4.0,4.0,5.0
neutral,"remainder revenues come technology agreements firms , interdigital said .",3,3.0,3.0,3.0
neutral,"remaining amount funded debt , danish bank said .",3,2.0,3.0,3.0
neutral,"reorganisation carried transferring hkscan corporation 's production-related property , plant equipment finland well holdings subsidiaries associates hkscan finland oy , holding company wholly owned hkscan corporation .",3,3.0,3.0,5.0
neutral,report contains category level company brand share well distribution share information 2007 2008 .,3,3.0,3.0,4.0
neutral,"russian gas giant invested another 46 million litas company late 2004 owns 99.5 percent stock capital , amounts 86.936 million litas .",3,2.0,3.0,5.0
neutral,"second company acquired sweden 's reftele maskinservice ab , whose business mainly field services spare parts manufacturing , 10 employees 1.2 mln eur sales year .",3,3.0,3.0,3.0
neutral,"segments company operates frozen food business , seafoods , vegetable oil business , grain trading business operations .",3,3.0,3.0,4.0
neutral,"selling consortium includes funds managed oko bank 's venture capital unit , bio fund management finnish industry investment , government-owned investment group .",3,3.0,3.0,3.0
neutral,"solution demonstrated tablet developed aava mobile multi-window system , enables use several applications simultaneously , example viewing messages calendar side side .",3,4.0,4.0,5.0
neutral,solution installed usa support north american operations customer .,3,3.0,3.0,5.0
neutral,"stockmann department store total floor space 8,000 square metres stockmann 's investment project price tag eur 12 million .",3,2.0,3.0,5.0
neutral,studies expected start 2008 .,3,3.0,3.0,5.0
neutral,"swedish buyout firm sold remaining 22.4 percent stake , almost eighteen months taking company public finland .",3,3.0,3.0,4.0
neutral,"tanks delivered company currently building chemical tank farm antwerp , northern belgium .",3,3.0,3.0,5.0
neutral,"tekla structures product box , needed , made recycled material .",3,2.0,3.0,5.0
neutral,terms transactions remained undisclosed .,3,1.0,3.0,1.0
neutral,total capacity factory approximately 100 engines year .,3,2.0,3.0,4.0
neutral,"total floor area plant expansion 29,000 square metres .",3,3.0,3.0,5.0
negative,"total headcount reduction 50 persons , company said .",2,1.0,1.0,1.0
neutral,total investment 2006 2007 expected amount eur75m .,3,2.0,3.0,5.0
neutral,"total investment company eur58m , wartsila 's share eur29m .",3,2.0,3.0,4.0
neutral,total investment project approximately eur 36m .,3,3.0,3.0,5.0
neutral,"total value agreement usd4 .0 , company said .",3,2.0,3.0,5.0
neutral,total value contract eur 8 million .,3,3.0,3.0,5.0
neutral,total value deal usd 29mn .,3,3.0,3.0,5.0
neutral,"total value project eur53m , including plots transferred atria .",3,3.0,3.0,5.0
neutral,"total value project estimated 3.0 mln euro $ 4.4 mln , services 2.0 mln euro $ 2.9 mln third-party licences 1.0 mln euro $ 1.5 mln .",3,3.0,3.0,4.0
neutral,total value two contracts eur 21 million .,3,3.0,3.0,5.0
neutral,transaction planned financed eur40m market-based loan granted standard chartered bank hong kong .,3,3.0,3.0,4.0
neutral,transaction value cad 15 million approximately eur 10 million .,3,3.0,3.0,5.0
neutral,"unit 's clients mainly field specialist convenience goods , well textile , shoe furniture businesses .",3,3.0,3.0,5.0
neutral,value contract eur 27mn .,3,3.0,3.0,4.0
neutral,"value contract eur1 .0 m. poyry , headquartered vantaa , finland provides consulting engineering services energy , forestry infrastructure & environment sectors .",3,3.0,3.0,5.0
neutral,value contract eur 25mn .,3,2.0,3.0,5.0
neutral,value contract total usd12m .,3,2.0,3.0,5.0
neutral,value contracts eur 3.3 mn .,3,3.0,3.0,5.0
neutral,value deal disclosed .,3,3.0,3.0,5.0
neutral,value deal estimated sek25m sek50m .,3,3.0,3.0,5.0
neutral,value deal disclosed .,3,3.0,3.0,5.0
neutral,value multi-year agreement eur 2mn year .,3,3.0,3.0,5.0
neutral,value three-year contract estimated eur40m .,3,2.0,3.0,4.0
neutral,value kind order amounts usually euro 2 3 million .,3,3.0,3.0,5.0
neutral,"web-marela application handles invitations quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , deliveries .",3,3.0,3.0,5.0
neutral,"venture , 51 % owned kemira 49 % ivrcl , operate inorganic coagulant manufacturing facility , built vishakapatnam vizag state andhra pradesh kick operations second half 2011 .",3,3.0,3.0,4.0
neutral,"works include laying natural stone pavements installation underground heating , surface water drainage systems .",3,3.0,3.0,4.0
neutral,previous share subscriptions 2004 stock options .,3,2.0,3.0,5.0
neutral,"new units built cargotec 's state art manufacturing facility san antonio , texas , usa , started operations 2009 .",3,3.0,3.0,5.0
neutral,share transactions part company 's strategy relinquishing assets part core business .,3,2.0,3.0,2.0
neutral,six agreements company 's first customer acquisitions india since taking tvs electronics ' contract manufacturing facility jun 2007 .,3,3.0,3.0,4.0
neutral,"could us time , `` said .",3,2.0,3.0,5.0
neutral,wood lacquered clock comes stripy hand-crocheted cover .,3,2.0,3.0,5.0
neutral,see slide show newest product releases fiskars .,3,3.0,3.0,5.0
neutral,total value contract eur 10mn .,3,3.0,3.0,5.0
neutral,"trading name velta uk , former uponor brand , company uponor 's long-term partner supplying velta-branded systems particularly commercial industrial building sector uk internationally .",3,3.0,3.0,5.0
neutral,"tulikivi manufactures heat-retaining , soapstone ceramic fireplaces , well natural stone products utility ceramics .",3,3.0,3.0,4.0
neutral,"tyrv+ñinen opinion airline repeating time already , however .",3,2.0,3.0,4.0
neutral,"finnish law , parliament grants licences build nuclear power plants .",3,3.0,3.0,5.0
neutral,"agreement , larox transfer 10 employees within engineering documentation related delivery projects product maintenance finland etteplan january 1 , 2007 .",3,3.0,3.0,3.0
neutral,"agreement benefon 's forthcoming range twig integrated gps navigation mobile phone devices use jointly developed web-based tracking location technology , consumer commercial applications .",3,4.0,3.0,5.0
neutral,"transaction agreement , metsaliitto purchase 24.7 % metsa-botnia 's shares upm 3 % m-real .",3,3.0,3.0,5.0
neutral,underground parking facilities also built basement floor .,3,3.0,3.0,4.0
neutral,"unit prices straddle carriers vary eur700 ,000 eur900 ,000 , company added .",3,2.0,3.0,4.0
neutral,"unlisted british biologicals makes b - - proteins , disease-specific supplements cover diabetes , hepatitis , asthma cardiovascular ailments .",3,3.0,3.0,3.0
neutral,upm-kymmene said ` indicated interest domestic consolidations ' .,3,3.0,3.0,4.0
neutral,vaisala 's board directors propose dividend 0.85 euro $ 1.24 per share company 's annual general meeting .,3,4.0,3.0,5.0
neutral,vaisala 's expertise lightning data information systems based extensive experience investment r & .,3,3.0,3.0,5.0
neutral,valmet automotive reports net sales eur 85mn operating profit eur 8mn .,3,4.0,3.0,5.0
neutral,"look forward take part future development company , `` says tomas billing , president nordstjernan .",3,5.0,5.0,5.0
neutral,"veidekke , headquartered oslo , norway , scandinavian construction property development group 6,350 employees norway , sweden denmark , annual turnover nok16 .4 bn .",3,3.0,3.0,4.0
neutral,"company indicate level investment unit , said purchased equipment nokia corporation 's mobile phone r & laboratory jyvaeskylae .",3,3.0,3.0,5.0
neutral,subscribe magazine ?,3,2.0,3.0,4.0
neutral,vianor sells tires cars trucks well range car parts provides maintenance services .,3,3.0,3.0,5.0
neutral,"new arrangement , customer responsibilities become mainly regional .",3,3.0,3.0,4.0
neutral,"acquisition wireless modem unit approximately 1,100 employees transferred renesas electronics corporation .",3,2.0,3.0,4.0
neutral,hear latest insights updates citycon 's strategy well latest news business units .,3,3.0,3.0,5.0
negative,"third quarter fiscal 2008 efore swung net loss eur 400,000 versus net profit eur 200,000 corresponding period fiscal 2007 .",2,1.0,1.0,1.0
negative,"konecranes oyj kcr1v fh fell 5.5 percent 20.51 euros , biggest fall since june .",2,2.0,1.0,5.0
negative,"net sales financial year 2006 expected amount eur20m operating result ebit expected loss , announced .",2,1.0,2.0,5.0
negative,operating loss totaled eur 25mn compared profit eur 63mn corresponding period 2005 .,1,1.0,1.0,1.0
negative,"production levels agreed producers long time ago , fall consumption lead losses .",2,2.0,2.0,3.0
negative,return investment roi 4.1 % compared 43.8 % first half 2008 .,1,3.0,2.0,5.0
negative,"ssh communications security corp stock exchange release october 14 , 2008 2:45 pm company updates full year outlook estimates results remain loss full year .",2,1.0,1.0,1.0
negative,"sale result capital loss eur5m solidium , obtained tikkurila shares march 2010 .",1,1.0,2.0,3.0
neutral,fair value investment properties eur 2 251.0 ( 1 281.4 ) million .,3,3.0,3.0,5.0
negative,"total 16.5 mn passenger ship journeys took place northern baltic sea 2007 , slightly 16.5 mn 2006 .",2,3.0,3.0,5.0
negative,finnish media group talentum issued profit warning .,2,1.0,2.0,1.0
negative,"finnish shipping company finnlines ' pretax loss totalled eur 6.5 mn third quarter 2009 , compared profit eur 0.3 mn third quarter 2008 .",1,1.0,1.0,1.0
negative,"finland , city forssa said pay compensation food industry companies hk ruokatalo atria lye leak tap water occurred march 2008 .",2,2.0,3.0,4.0
negative,"acando ab ( acanb ss ) fell 8.9 percent 13.35 kronor , lowest close since dec. 11 .",1,2.0,1.0,3.0
neutral,"according shipping company viking line , eu decision significant financial impact .",3,2.0,3.0,5.0
negative,"according ceo matti perkonoja parent company hkscan , company 's performance first quarter 2010 remained clearly level corresponding period 2009 .",1,3.0,3.0,3.0
neutral,"point 2010 , separate company names , palmberg , tekmanni , lemcon , forssan betoni , suonenjoen betonituote , among others , disappear .",3,2.0,3.0,5.0
negative,"cencorp 's net sales first quarter estimated eur0.9-1 .2 , compared eur4 .5 first quarter 2008 .",1,2.0,2.0,5.0
negative,diluted earnings per share ( eps ) stood eur 0.25 versus eur 0.42 .,2,2.0,2.0,1.0
negative,earnings per share ( eps ) amounted loss eur0 .05 .,2,1.0,1.0,1.0
negative,earnings per share ( eps ) amounted loss eur0 .06 .,1,1.0,1.0,1.0
negative,expense ratio 102.6 % compared 92.9 % corresponding period 2005 .,1,1.0,2.0,2.0
negative,finnish automation solutions developer cencorp corporation ( omx helsinki : cnc1v ) issued thursday ( 18 september ) profit warning third quarter 2008 .,2,2.0,2.0,1.0
negative,finnish communication electronics components supplier scanfil oyj tuesday said sales first half 2006 15 % lower period year ago .,2,2.0,2.0,1.0
negative,finnish forest industry group stora enso oyj issued thursday ( 20 march ) profit warning first quarter 2008 .,1,2.0,2.0,1.0
negative,finnish technology company raute corporation ( omx helsinki : rutav ) issued tuesday ( 23 september ) profit warning financial year 2008 .,1,1.0,1.0,1.0
negative,"q1 2009 , company 's operating loss totalled eur 0.3 mn , compared profit eur 3.6 mn q1 2008 .",2,1.0,1.0,1.0
negative,"last year , 8.3 million passengers flew airline , 4 percent 2007 .",1,2.0,3.0,4.0
negative,"loss financial items totalled eur 9.7 mn , compared profit eur 1.3 mn corresponding period 2008 .",2,1.0,1.0,1.0
negative,loss period totalled eur 15.6 mn compared profit eur 6.3 mn 2008 .,1,1.0,1.0,3.0
neutral,net loss period 2009 euro18 .6 million .,3,1.0,1.0,1.0
negative,nokia siemens networks struggled make profit past two years .,2,2.0,2.0,1.0
negative,operating loss amounted eur 0.9 mn first half 2006 compared profit eur 0.5 mn first half 2005 .,2,1.0,2.0,1.0
negative,"operating loss pulp & paper machinery unit eur 3mn september 2007 - august 2008 , compared profit eur 3.7 mn year earlier .",2,1.0,2.0,1.0
negative,operating loss totaled eur 0.3 mn compared profit eur 2.2 mn corresponding period 2007 .,1,1.0,2.0,1.0
negative,"operating loss totaled eur 0.8 mn , compared profit eur 0.5 mn .",1,1.0,2.0,1.0
negative,"operating loss totalled eur 12.7 mn , compared profit eur 17.7 mn first half 2008 .",2,1.0,1.0,1.0
negative,"operating loss totalled eur 3.2 mn , compared profit eur 7.2 mn third quarter 2008 .",1,1.0,1.0,1.0
negative,"operating loss totalled eur 4.0 mn , compared profit eur 8.6 mn second quarter 2008 .",2,1.0,1.0,1.0
negative,"operating loss totalled eur 5.2 mn , compared loss eur 3.4 mn corresponding period 2008-2009 .",2,2.0,1.0,5.0
negative,"operating profit non-recurring items eur 8.3 mn first nine months 2008 , compared eur 8.4 corresponding period 2007 .",1,3.0,3.0,3.0
negative,pretax loss totaled eur 117mn compared loss eur 65mn corresponding period .,1,1.0,1.0,3.0
negative,pretax loss totalled eur 162.3 mn compared profit eur 253.5 mn 2007 .,2,1.0,1.0,1.0
negative,"pretax loss totalled eur 49.9 mn , compared loss eur 15.4 mn corresponding period 2008 .",2,1.0,1.0,5.0
negative,pretax profit totaled eur 4.9 mn compared eur 5.2 mn first quarter 2005 .,2,2.0,3.0,3.0
negative,"publishing sweden 's operating loss eur 1.1 mn q1 2009 , compared profit eur 0.6 mn year ago .",2,1.0,1.0,1.0
negative,rivals say qualcomm fewer patents 3g phones earlier versions lower rates .,2,2.0,3.0,3.0
negative,company reported today operating loss eur0 .1 net sales eur4 .5 first quarter 2008 .,2,2.0,2.0,1.0
negative,"company 's annual loss amounted eek 18mn , compared profit eek 7.3 mn 2008 .",2,1.0,1.0,1.0
negative,"fair value change investment properties eur 15.8 mn , compared eur 22.9 mn third quarter 2009 .",2,3.0,3.0,4.0
negative,stock hit profit warning finnish rival rautaruukki oyj ( omx : rtrks ) .,1,1.0,2.0,3.0
negative,finnish bank +àland +àlandsbanken issued profit warning .,2,1.0,2.0,5.0
negative,finnish forest machinery manufacturer ponsse issued profit warning .,2,2.0,2.0,1.0
negative,"cerberus capital management lp-backed printing paper maker newpage corp. posted mixed second-quarter results , casting cloud planned initial public offering .",2,2.0,3.0,3.0
negative,"finnish electronics manufacturing services ems company elcoteq se posted net loss 66.4 mln euro $ 91.2 mln first half 2007 , compared net profit 7.1 mln euro $ 9.8 mln period 2006 .",1,1.0,1.0,1.0
negative,finnish laboratory liquid handling diagnostic test systems developer biohit oyj omx helsinki : biobv issued tuesday 3 june profit warning financial year 2008 .,1,2.0,2.0,3.0
negative,finnish retail software developer aldata solution oyj reported net loss 11.7 mln euro $ 17.2 mln 2007 versus net profit 2.5 mln euro $ 3.7 mln 2006 .,2,1.0,1.0,1.0
